repo_name,pull_count,star_count,is_official,image_id,image_size,distro,distro_version,layers,packages,files,package_files,description
lsioarmhf/muximux,27051,2,false,8aa4cd0a78c7,65867776,alpine,3.5.2,6,52,5761,5761,ARMHF based Linuxserver.io image of muximux
linuxserver/oscam,27048,4,false,f7ebc51cb6f9,37240832,alpine,3.5.2,5,29,5445,5445,"An oscam container, brought to you by LinuxServer.io. "
vedranjukic/shop-web-app-kupigume,26970,0,false,04ba5be5a1d5,954814976,centos,7,10,186,72972,72561,
1and1internet/ubuntu-16,26921,1,false,adcc8f3db300,273755136,ubuntu,16.04,7,171,14220,11762,Ubuntu 16 Base Image 
openshift/schema-v1-test-repo,26917,0,false,a9f6075dcf5f,17408,Unknown,0,1,0,13,13,
unselected777/docker-deluge,26898,0,false,c9035fd33f51,559802880,ubuntu,14.04,11,468,30997,20558,k
maxromanovsky/springxd-singlenode,26894,1,false,56ecbb6fce9f,1050085888,ubuntu,14.04,18,208,18781,13305,An image for Spring XD in 'singlenode' mode (fork of https://hub.docker.com/r/springxd/singlenode/)
kristianwindsor/patrick-moran.com,26882,0,false,8747f1f5cdfb,409789952,debian,8,15,181,15288,12964,Portfolio for Patrick Moran
unselected777/docker-couchpotato,26878,0,false,ce270cffab48,83857408,alpine,3.4.6,3,33,7775,7775,o
arpinum/mongo-connector,26873,0,false,9008ae96e9c8,723020800,debian,8,15,351,25813,18928,Small image to run mongo-connector with elastic > 2
dingotiles/dingo-postgresql-base,26861,0,false,4d0a9bfbf664,713073152,alpine,3.4.6,12,84,34601,34601,
cfmobile/push-api-integration-tests,26844,0,false,5fabeb1690d6,339998208,alpine,3.5.2,8,57,25335,25335,
jwolgamott/tiy-sql-course,26822,0,false,85dcf787f0a8,295237632,ubuntu,14.04,10,208,16886,15418,WIP: TIY sql course with existing SQL coutse
sunillinus/nodejs_realtime_demo_app7,26807,0,false,536f6231f429,488286208,centos,6,10,244,23364,23190,
ackee/nginxress,26797,1,false,5385501e362a,241773056,ubuntu,16.04,12,179,12181,9615,Build nginxress
scality/nfsd,26797,1,false,824f0c5d862d,643369984,ubuntu,14.04,15,318,26667,20311,"NFS server based on nfs-ganesha, namespace shared with our S3 implementation."
sftsk/nginx-php-fpm,26788,0,false,2dc3d55b290d,354267136,ubuntu,14.04,27,291,18585,14405,copy of nginx php5-fpm bundle
mjp81/aws-checker,26768,0,false,75928e1fbc84,578493440,ubuntu,16.04,13,204,35901,22175,
pulcy/vault-monkey,26763,0,false,3d4821d5353a,22213120,alpine,3.4.4,3,12,988,988,
shaker/readthedocs,26758,20,false,1b6dc7ae3cde,664549888,debian,7,16,190,41218,19363,Docker build for ReadTheDocs (RTD)
linuxserver/maraschino,26739,3,false,065e85d1d6ca,136136192,alpine,3.5.2,5,62,10502,10502,"A maraschino container, brought to you by LinuxServer.io. "
cfgarden/with-user-with-groups,26728,0,false,caed8683c0b9,1356800,busybox,v1.24.2,6,1,396,396,https://github.com/cloudfoundry/garden-dockerfiles
ibmcom/secure-gateway-client,26726,3,false,00f2207999bc,86688256,Unknown,0,4,0,7737,7737,IBM Bluemix Secure Gateway Client
truviewlive/mesos-metrics-aion,26705,0,false,00dfc055e072,668054528,debian,8,22,372,29402,21056,
knservis/kinesis-s3-persister,26664,0,false,c31cc56994b4,695174144,debian,8,21,311,24321,17880,This is a configurable container that reads all messages from kinesis and writes them out to S3
silviof/docker-matrix,26655,30,false,a918ed86aed6,398003200,debian,8,6,275,27735,16469,docker image for matrix.org
captbrick/py-kms,26633,1,false,0c601b292d0d,76264448,alpine,3.4.4,4,32,6619,6619,Py-KMS
autopilotpattern/prometheus,26628,2,false,75215c52d40f,112665600,alpine,3.4.4,8,15,1031,1031,
grappler92/dockercoins_webui,26600,0,false,f9f2fee1c436,219082240,debian,8,8,130,13569,8121,
takaomag/base,26578,2,false,6078af6357a6,2327329280,arch,0,7,0,89867,89867,Docker image of base archlinux
haosdent/https-server,26573,0,false,af406d22ac8f,75981312,alpine,3.4.4,5,32,6602,6602,
malston/ruby,26568,0,false,7955faaeee4e,1689854464,ubuntu,16.04,26,468,80534,29273,
shaned2222/coreos-riak,26556,0,false,e6be33cb9df9,1188043776,ubuntu,14.04,71,269,24411,19460,Automatic Riak clustering with etcd
hazelcast/hazelcast,26555,22,false,bca44c8f24e9,328425472,debian,8,13,166,10877,9184,Base docker image for Hazelcast in-memory data grid.
davidgu/erpnext,26536,20,false,c5129e5c64a5,1279260672,debian,7,13,227,32625,16276,erpnext docker image
marki4711/hazelcast-ocp,26530,0,false,2233a87f4a84,349967360,debian,8,36,166,10899,9184,Hazelcast OpenShift for OCP.
wodby/web-php,26499,0,false,c46eae933f46,273130496,alpine,3.2.3,5,114,10932,10932,
jdeathe/centos-ssh-apache-php,26469,25,false,c2ae3c97feb1,294365696,centos,6,29,177,10486,9794,CentOS-6 6.8 x86_64 - Apache / PHP-FPM / PHP memcached / Zend OPcache.
resin/raspberrypi-alpine-node,26457,0,false,12408628b185,453312000,alpine,3.5.2,14,151,22643,22643,
openshift/jenkins-16-centos7,26400,2,false,30bb387501db,531870720,centos,7,4,218,13607,13512,
advancedtelematic/sota-client,26397,0,false,e733dbff6a15,116080640,debian,8,8,145,6919,5473,The client for Software Over The Air updates.
malston/minimal,26386,0,false,ef14d5220495,405132288,ubuntu,16.04,7,242,17528,13840,
psvensson/influxdb-relay,26378,3,false,a1542d834934,779931648,debian,8,9,189,24188,14716,"Proper build of influxdb-relay, which expects a volume named /config to be mounted."
nouchka/cloudflare-dyndns,26371,3,false,3e02ad982009,114240512,debian,7,5,102,8519,7275,Update DNS record on Cloudflare
nigelpoulton/pluralsight-docker-ci,26353,4,false,07e574331ce3,571483648,centos,6,12,229,19024,18332,Automated build repo for web app used in Pluralsight Docker CI course
malston/golang,26334,0,false,71f544655445,800258048,ubuntu,16.04,15,242,25164,13840,
publysher/hugo,26303,16,false,2dce2da40523,202510336,debian,7,5,117,12467,10462,Docker base image for static sites generated with Hugo
guacamole/guacd,26300,4,false,8e1536c54985,417505280,centos,7,5,219,13724,13546,The native server-side proxy used by Apache Guacamole.
lobaro/restic-backup-docker,26295,1,false,b600c95e4783,286977024,alpine,3.3.3,10,32,1967,1967,Production ready flexible automation for regular backups with restic
projectfalcon/gradle-cache-resource,26292,0,false,6cdfa8262aeb,689640448,debian,8,13,315,22165,17631,a Concourse resource for caching dependencies downloaded by Gradle
usman/docker-uptime,26283,10,false,62cfc78fcdd3,773393920,ubuntu,14.04,19,341,42032,32873,
armhf/ubuntu,26277,20,false,fa40ea71de37,112054272,ubuntu,16.04,5,98,8008,7246,Ubuntu is a Debian-based Linux operating system based on free software.
markadams/chromium-xvfb-js,26259,14,false,6408be792ad1,664438784,debian,8,9,341,23544,19017,Javascript testing (i.e. Karma) inside a Docker image with headless Google Chrome!
splunk/universalforwarder,26179,9,false,d0f90e02b4ec,213675520,debian,8,6,106,9312,8265,The universal forwarder is a service that collects data and sends it to your Splunk instance.
ashutrip/nodejsitemapp,26178,0,false,b02cfa00b78b,686432768,debian,8,10,376,29924,21210,This is a node js application talking to MONGODB. It uses Express Module and mongodb modules
jeanblanchard/busybox-java,26168,20,false,094fce1507dc,162589184,buildroot,2014.02,18,0,730,730,Minimal Docker image with Java
cbolt/passenger-ruby22,26151,0,false,374c84cdc23c,670438400,ubuntu,16.04,13,306,23535,17401,Phusion Passenger Ruby 2.2 with NGINX enabled by default
wookietreiber/ganglia,26144,12,false,7938b6949adc,401090048,centos,6,14,189,22106,21327,gmond / gmetad / ganglia-web 2.0
musamusa/vilogged-api,26133,0,false,93d694c97a90,736613888,ubuntu,14.04,33,499,42694,27379,VMS
spiffytech/weechat-spiffy,26118,0,false,9572f9bfc7c0,392617472,ubuntu,16.04,14,240,22000,18397,"Fork of weechat image, with UTF-8 and 256 color"
joffotron/docker-net-tools,26105,5,false,b97158e38a06,11227648,alpine,3.4.4,2,21,1033,1033,
silintl/container-debug,26101,0,false,87f1b52814b1,370886656,ubuntu,14.04,19,272,23925,20259,"A SSH container for AWS, with ansible for runtime configuration."
flynn/cedarish,26099,0,false,8fc51072135f,1403980800,ubuntu,14.04,5,948,56027,49351,
andleung/repo-resource,26098,0,false,c51fbcfa9a40,80116224,alpine,3.4.6,7,32,6477,6477,
pdxjohnny/points,26092,0,false,d3cac1685ec3,586009088,debian,8,30,191,34080,12927,Award points!
xataz/emby,26072,2,false,5a4bd99ab657,364952576,alpine,3.5.2,4,84,10217,10217,emby light image
convox/redis,26036,0,false,b75351d5e711,12977152,alpine,3.4.6,7,12,479,479,
malston/om-docker-image,26013,0,false,6b2a8159c240,838875136,ubuntu,16.04,16,242,26703,13840,
waffly/waffly-api,25984,0,false,845278bcfc71,740882944,debian,8,15,191,26119,14765,
joffrey/docker-py,25980,2,false,bf9e7d79cd5e,710759424,debian,8,14,384,28930,21596,
skylo/dashboard,25974,1,false,e593b0720a40,931095040,debian,8,11,374,95191,21084,"Frontend UI with Facebook's Relay and GraphQL, see https://lowsky.github.io/deck-graphql-relay-talk"
garland/mesosphere-docker-mesos-master,25954,8,false,a237b70056b9,655508992,ubuntu,14.04,15,329,25573,21310,
lucidworks/docker-alfresco,25949,0,false,9ef397634905,4651372544,ubuntu,14.04,10,992,94019,59994,For internal use only
activ/arch-transmissionvpn,25948,0,false,d87144fdc884,802609664,arch,0,20,0,22043,22043,Docker with transmission and openvpn
vbkunin/itop,25940,5,false,a92e0d01194a,622029312,ubuntu,14.04,46,331,24919,16704,Combodo iTop ITSM docker image based on tutum/lamp image.
evili/labrobotica,25911,0,false,0044591a390f,927043072,ubuntu,14.04,9,361,40783,36664,IRI Labrobotica's IRI Utils image
pivotalcf/dedicated-mysql-env-creator,25884,0,false,21aac61a1329,609429504,ubuntu,14.04,14,293,25036,21950,
stanfordlegion/gitlab-ci,25878,0,false,3eefbf4e2523,2812444160,ubuntu,14.04,8,425,46533,30831,An image for Gitlab CI.
dingodb/aws-s3-cf-service-broker-pivotaltile-pipeline,25854,0,false,d0d8975c6119,1000437248,ubuntu,15.10,17,355,36195,23200,
projectcypress/cypress,25846,1,false,edd31b253a50,1013699584,debian,8,14,378,43449,21269,An open source tool for testing Meaningful Use Clinical Quality measure calculation accuracy.
taskrabbit/elasticsearch-dump,25842,3,false,02a88b1b124b,43476992,alpine,3.3.3,3,15,5236,5236,Import and export tools for elasticsearch
uniplug/youtrack,25831,30,false,479a6b88aba3,484240896,debian,8,11,179,12876,10395,Dockerized YouTrack | Issue Tracking and Project Management Tool
paunin/postgresql-cluster-pgpool,25824,10,false,a4319392131d,311598592,debian,8,7,204,19303,16574,Pgpool2 server Image for Streaming replication cluster for pgsql + pgpool2
gavinmroy/rabbitmq-autocluster,25823,0,false,e6ce367d417e,51070464,alpine,3.3.0,8,35,4354,4354,
carinamarina/nginx-proxy,25815,0,false,6e4472e27e02,190780928,debian,8,11,140,11172,9736,A simple nginx proxy
dit4c/dit4c-container-jupyter,25812,0,false,0f0af2c818a5,1385730560,debian,8,30,530,51769,35318,
codeship/aws-deployment,25809,1,false,b2a56ab7172f,142981632,alpine,3.4.6,7,39,10552,10552,Contains AWSCLI to deploy to AWS
codenvy/python34,25806,1,false,1faae9f1897f,576742400,debian,8,12,257,24889,19588,Dockerfile:https://github.com/codenvy/dockerfiles/blob/master/base/python34/Dockerfile
keybaseprivate/mysql,25766,0,false,8054826d707a,336109056,debian,8,11,117,9874,9085,
killercentury/jenkins-slave-dind,25760,8,false,1cedc8b9e249,549301248,ubuntu,14.04,13,322,22064,17487,Generic Jenkins Slave with Docker Engine and Docker Compose inside
rosskukulinski/angular-todo-rethinkdb,25736,0,false,a59ece24f1b8,756641280,debian,8,16,405,37851,27876,
sameersbn/memcached,25733,4,false,54456f2eff3f,205775872,ubuntu,14.04,14,193,13814,11911,
ippoteam/node,25712,0,false,85e068e905d0,835412992,debian,8,12,429,40962,25421,
danielchen/gt-hive-mean,25697,1,false,4522a0507ee9,1016897536,Unknown,0,13,0,48771,48771,Senior Design Project
doctify/node,25688,0,false,2225b8cf09bb,1561015296,debian,8,14,568,121326,55754,
pulsepointinc/cm-agent,25684,0,false,e99e03035bb7,2060384256,centos,6,9,222,36102,35390,An attempt to run Cloudera Manager Agent on Marathon
combient/wercker-example-java-spring-redis,25664,0,false,6e65bb833439,695522304,debian,8,19,310,22251,17452,
instructure/node,25648,0,false,1786d1b2e8cb,459245056,ubuntu,14.04,16,265,24716,17930,Instructure node images
applatix/axchecker,25635,0,false,9bf3965a8658,14782464,alpine,3.5.0,3,12,1684,1684,
projectcypress/cypress-validation-utility,25606,0,false,ec9bb87eb43a,1019661312,debian,8,15,378,41660,21269,This application will validate any QRDA Cat 1 or Cat 3 document against the 2014 QRDA Errata.
offlinehacker/openvpn-k8s,25603,1,false,144791f2f01d,10172416,alpine,3.2.3,4,23,847,847,Kuberenetes openvpn docker container
aptalca/docker-rdp-boinc,25590,1,false,9c29e2558062,649574400,ubuntu,14.04,28,493,30979,25838,BOINC manager and client (WebUI for manager)
leogamas/fakes3,25579,1,false,f59028110426,256864256,ubuntu,14.04,11,194,16568,13732,
cloud9/ws-python-plain,25565,0,false,3df2a4ce9ac0,3373683712,ubuntu,14.04,59,1212,128524,84095,
jamesdbloom/docker-java7-maven,25560,11,false,bd8d856bb613,758570496,debian,8,15,437,28929,24115,Docker container for Java 1.7 and Maven 3.1.1
gorans/awakening-nginx-rtmp-fork,25548,5,false,11ccf0c638af,1224002048,ubuntu,14.04,25,335,33027,22244,Fork of the Awakening RTMP HLS Streaming setup for NGINX
dockerenvironment/jenkins,25540,0,false,96931e4c66bd,728003584,debian,8,19,313,22077,17550,Continuous integration 
cockroachdb/docker-spy,25496,0,false,2c35c8ca4ddf,10865664,Unknown,0,1,0,14,14,
hola-mundo,25493,1,true,ad229f1e5339,11776,Unknown,0,1,0,13,13,¡Hola de DockerCon EU 2015 (Barcelona)!
resin/nuc-alpine-node,25468,0,false,bb8bc0a2905d,501137408,alpine,3.5.2,13,147,21706,21706,
vimagick/youtube-dl,25451,19,false,56f61c240077,121467392,alpine,3.5.2,3,63,9794,9794,A small command-line program to download videos from YouTube.com and a few more sites.
helpful/ci-task,25436,0,false,e573c823327f,698415616,debian,8,12,313,22083,17563,Things we need for a Continuous Integration build.
tpett/etcd-backup,25435,0,false,34bccb5351a9,321179136,ubuntu,14.04,13,284,22426,16511,
container4armhf/armhf-alpine,25416,56,false,3dd12574f6e3,6248960,alpine,3.5.0,1,16,718,718,Automatically built base images of Alpine Linux for armhf devices like Raspberry Pi or Odroid.
terragontech/stagging_dcb_subscription,25388,0,false,88a8442b61d3,70249472,alpine,3.3.3,25,34,8536,8536,Terragon DCB Subscription (Stagging)
shadowrobot/ubuntu-ros-indigo-build-tools,25377,0,false,699607a83987,2434827776,ubuntu,14.04,14,1339,103904,88173,DEPRECATED!!! Ubuntu 14.04 ROS Indigo image for build tools
xataz/gobrowser,25340,1,false,f29529da50e6,14147072,alpine,3.3.0,9,16,745,745,Simple html directory browser
gaiadocker/example-voting-app-worker,25333,0,false,0345b0d22708,657515520,debian,8,8,188,18401,14776,
webdevops/bootstrap,25324,1,false,afa34bedff8e,308792320,ubuntu,16.04,7,184,17776,11061,Bootstrap for webdevops container (with Ansible and all locales)
accenture/adop-ldap,25316,6,false,c7be250cad62,187542016,debian,8,20,127,10145,9233,ADOP LDAP
cammellos/buzzstation-campaigns-budget-service,25309,0,false,a3553ffecd32,704972800,debian,8,11,374,35397,21084,
sensebox/opensensemap-api-mongo,25303,0,false,5eacf1676fb5,304640512,debian,8,13,113,5589,4842,mongodb for the opensensemap
stepanstipl/concourse-hipchat-notification-resource,25294,0,false,1ef47f721f79,50284544,alpine,3.3.1,5,13,5887,5887,Hipchat notification resource for Concourse
feidevops/ca_adpq_proto,25285,0,false,4fde779058a6,317173248,debian,8,7,132,11640,8130,CA-ADPQ Prototype Website
cloudposse/ircdbalancer,25247,0,false,990692776efe,258696192,ubuntu,14.04,7,212,14889,12851,Application proxy for `ircd` based on the @prawnsalad `ircdbalancer` 
niku/eloido,25247,0,false,eace54f2cbb6,805651456,debian,8,11,378,32782,21221,Ego-search tool for idobata.io written by Elixir
dockersamples/examplevotingapp_worker,25241,2,false,57aefbc59e59,588048896,debian,8,9,167,15531,12143,
wazuh/ossec-elk,25211,9,false,53e8c8561e81,1489903104,ubuntu,14.04,37,301,64743,55428,"Includes an OSSEC manager and an Elasticsearch single-node cluster, with Logstash and Kibana. "
ghoranyi/docker-example-worker,25200,0,false,e23aee32e1cb,664460800,debian,8,9,193,19102,15092,
suziejprince/suzie-docker-example-node-js-docker,25199,1,false,fde80bca6b9d,473940480,centos,6,10,241,17550,16842,
instructure/ruby,25190,1,false,81e51e339e0f,634144768,ubuntu,14.04,18,460,33394,29085,Instructure base ruby image
mjp81/elasticsearch-checker,25162,0,false,aca8d187de02,523034624,ubuntu,16.04,13,204,24851,22175,
abrahamjaison/reversestring,25154,0,false,cc9003e405bc,658382848,debian,8,16,310,21913,17451,A Java container to reverse a user given string!
insertjokehere/cloudflare-stun,25150,1,false,4dcc7306e6e1,702593536,debian,8,9,384,28108,21596,CloudFlare Dynamic DNS using STUN
governmentpaas/psql,25143,1,false,5b6d5f483bb3,10116096,alpine,3.3.3,2,17,3213,3213,Provides psql Postgres client.
madhu1512/elasticsearch-docker,25110,0,false,a76d5053c772,253458944,alpine,3.4.4,15,44,4684,4684,"Elasticsearch with x-pack, ec2-discovery and ingest ( geoip and user-agent) plugins."
dingotiles/dingo-postgresql-madlib-base,25094,0,false,a27cc6fd10e5,1219646976,alpine,3.4.6,18,109,42248,42248,
mace/darkstat,25065,4,false,51f4e2b765bb,322331136,ubuntu,14.04,16,239,16667,13661,
amegianeg/hello-world,25048,1,false,d8304786d4e3,17694208,alpine,3.3.3,4,17,500,500,jhgfññññ
porphyrio/jenkins-docker,25022,0,false,67b28a5435fe,986163712,debian,8,40,375,31385,21714,The jenkins-docker automated build
cloudfoundrylondon/backup-and-restore-dind,24987,0,false,9a5da576b3c1,714621440,alpine,3.4.4,24,74,23743,23743,
blitzbrands/php,24985,0,false,56b5bc4454cd,565534720,debian,8,12,230,18036,15358,PHP container for for dev 
n4n0m4c/awscli-updateecrcreds,24957,0,false,a24b96d3a324,102699008,alpine,3.3.1,7,31,9395,9395,
infinityworks/prom-conf,24955,1,false,b2d7e743b4d9,5070848,alpine,3.4.4,3,11,457,457,Prometheus config back-end. For use with the Prometheus catalog entry in Rancher.
cstpdk/haproxy-confd,24950,2,false,a9c599233eca,118751744,debian,7,14,89,7513,6848,
sensebox/osem-caddy,24941,0,false,96144d432d9d,41294848,alpine,3.5.2,5,19,1205,1205,Caddy image for opensensemap.org
aleksandrovd/eventstore,24939,0,false,92d7e5c31478,255083520,debian,8,5,129,9510,8090,
dorsaydevelopment/foobot-web,24911,1,false,0f09a92d2241,66443776,alpine,3.4.6,6,13,4260,4260,Front end landing page site for the foobot overlord
jshridha/motioneye,24850,7,false,20789ef65e4e,829717504,ubuntu,14.04,19,442,27045,21498,Motioneye in a docker!
mazzolino/tiddlywiki,24838,6,false,9fccaed209cb,299964416,ubuntu,14.04,8,232,24396,16264,
supergiant/supergiant-api,24804,0,false,081de7c8a04d,27790336,Unknown,0,5,0,16,16,
camptocamp/mopper-conf,24800,0,false,ed282b040974,121947648,alpine,3.4.0,7,32,4243,4243,"Configuration and Scheduling for Mopper, an Automatic Docker cleaning service"
ukti/directory-api,24786,0,false,b50a3f13739d,853500928,debian,8,12,384,40905,21593,Export Directory
freenas/plex,24783,14,false,506d18b17920,407564288,ubuntu,16.04,8,140,12673,10920,"Official Plex Media Server from Plex, Inc."
sparklyballs/mariadb-mywebsql,24762,0,false,5b960da2e425,434061312,ubuntu,14.04,16,276,17193,14458,
amazon/amazon-ecs-secrets,24758,0,false,c3a1882bd51e,10636288,Unknown,0,4,0,17,17,ECS Secrets Container to manage runtime secrets for containers in ECS
iron/hud-e,24740,0,false,c5a0a9f7c44a,1506335232,ubuntu,14.04,52,324,89846,22190,
plugins/drone-s3-sync,24739,0,false,e5c916d35915,16120320,alpine,3.1.4,3,22,1197,1197,
cloudfoundrylondon/pcf-backup-and-restore,24727,0,false,518208afa093,914087936,debian,8,16,209,40324,17552,
xenopathic/ceph-keystone,24726,0,false,6cd807cc6235,693711360,ubuntu,14.04,26,341,24636,18718,Automated full-stack Ceph environment with OpenStack Keystone integration
paulpoco/arch-delugevpn,24723,3,false,b11a84049338,1309083648,Unknown,0,23,0,51413,51413,Forking Binhex-DelugeVPN to add Flexget
shaf/munin-server,24717,1,false,800d6f97bfa6,285534208,ubuntu,16.04,8,227,15900,13648,Munin stack with apache. Targeted for unRAID server
graze/aws-dynamodb-local,24679,0,false,8303fa517d15,622818304,debian,8,11,132,13255,9326,Local DynamoDB database
contiv/alpine,24654,0,false,1f9153ce1870,9362944,alpine,3.4.0,6,20,1011,1011,
solsson/ssl-proxy-letsencrypt,24638,0,false,b4c468a9a231,439766528,debian,8,16,208,21271,14259,Kubernetes nginx-ssl-proxy with letsencrypt for automatic cert request at startup
resin/edison-alpine-node,24631,0,false,a3d0f3053e9f,478278656,alpine,3.5.1,13,147,21706,21706,
sivakom/ovn-scale-test-ovn,24630,0,false,0970a27ba74a,1494522368,ubuntu,14.04,24,419,40838,30494,Similar to huikang/ovn-scale-test-ovn but has skydive integrated into this one
appuio/example-spring-boot,24609,0,false,fdfae00a9232,802942976,centos,7,27,281,22340,21887,This is an spring boot example application for  OpenShift V3 Cluster like APPUiO
strm/tor-hiddenservice-nginx,24604,3,false,3fae201e1c87,370154496,debian,8,11,232,18739,17323,Easily run a hidden service inside the Tor network with this container
skyscanner/slingshot-api,24586,0,false,516262b63e30,184292864,alpine,3.4.6,9,44,11346,11346,
choffmeister/mongodb-smallfiles,24565,0,false,974d503f790a,355163648,ubuntu,14.04,10,189,12937,11591,
mattjonestechnology/wordpress,24560,0,false,a599a41b8037,542355968,debian,8,38,185,34704,12973,"This is the standard wordpress image, with an update to allow for 128MB file uploads. "
nathanthegr8/manage-this-node,24548,0,false,b88ff9fe3e52,713405440,debian,8,13,372,36786,21057,"Dockerfile for Managethis, ported to Node.js by onedr0p with personal edits"
cockroachdb/cockroach-k8s-init,24539,0,false,aa4c2e59f65e,157547520,ubuntu,16.04,10,111,4915,3590,
inventid/redis-browser,24529,2,false,1a04a9250ec1,869670912,ubuntu,14.04,21,333,45756,23804,Docker container for the gem redis-browser
resin/apalis-imx6-node,24515,0,false,40692a9e8be9,466305189,debian,8,15,370,24358,17128,
sergeyzh/logentries,24515,0,false,e5a06da67734,851386368,centos,6,18,147,17858,17070,Image to follow logfile and stream them to Logentries
henriquechehad/ytbot,24492,0,false,fdd70ed2cfd7,96217600,alpine,3.2.3,12,44,9446,9446,YTBot
beevelop/nodejs-python,24474,2,false,5337788739c5,506961920,ubuntu,16.04,8,224,24381,17529,Node.js with Python
smebberson/alpine-nginx,24429,33,false,10561ce14596,15801856,alpine,3.4.0,6,18,744,744,"Alpine Linux, s6 process management running nginx. Super small and super fast."
evild/alpine-nginx,24424,14,false,615790d24397,19665408,alpine,3.4.0,5,18,1275,1275,Minimalistic Docker image with Nginx
fabric8/jenkins-jnlp-client,24419,0,false,c4a0dff8cc4f,655351808,centos,7,14,222,16304,15801,Jenkins JNLP client with Docker (for docker workflow setups)
accenture/adop-jenkins-slave,24411,5,false,3ab4ddea1092,781923328,centos,7,9,210,21784,21114,ADOP Jenkins Slave
shakr/statsd-influxdb,24386,4,false,e3541b7fddde,301284352,debian,7,15,146,18006,13104,
tedder42/python3-scipy-cron,24367,0,false,b7e2d64c0a5a,1560930816,ubuntu,14.04,14,296,45563,20810,.
sssda/apache-httpd,24355,0,false,3e3077af9a84,99955712,alpine,3.5.0,32,51,6547,6547,
efrecon/stomp,24331,2,false,1b9292047947,22537728,alpine,3.2.0_alpha1,14,19,2755,2755,A simple no-fuss STOMP-only server
trecker/aws-elasticsearch,24310,0,false,541faba910de,371463680,debian,8,18,169,11069,9322,A Container that is based on the official elastic search container but is designed for ECS
vixns/chronos,24298,0,false,bb78fe53269c,2396368384,debian,8,15,522,37984,27281,Chronos dockerized
accenture/adop-nexus,24293,5,false,cba5e3a17365,607055360,centos,7,23,140,14881,14740,ADOP Nexus
publici/httpd,24280,0,false,2cc7fca9b1ef,319629824,debian,8,9,222,17912,13806,httpd:latest
lkwg82/h2o-http2-server,24270,13,false,7c6d86265a88,77256704,alpine,3.5.2,4,17,2357,2357,docker images for h2o
pablocouto/coreos-sshguard,24269,3,false,cb95b4037873,7669760,alpine,3.2.3,3,18,781,781,sshguard for CoreOS
neowaylabs/mongodb-mms-agent,24268,0,false,d66c2865b21c,272574464,ubuntu,16.04,9,192,14245,11788,This Docker image with MongoDB Monitoring Agent
shuric/nip_docker,24258,0,false,657bcb931f74,900304896,debian,8,11,375,46890,21151,This is full installation of NOTINPHILLY code on Ubuntu machine.
kcyeu/dynamodb-local,24232,1,false,0a1de99535aa,371491840,ubuntu,14.04,11,229,15896,12957,
camptocamp/puppetserver,24221,7,false,2d99f7b6e9e7,592137216,debian,8,11,234,28351,25465,Puppetlabs's puppetserver
inspirehep/elasticsearch,24204,1,false,914bea4f9455,427999232,debian,8,15,169,12912,9269,
nbrown/nginxhello,24204,0,false,81653c0e132f,190805504,debian,8,12,140,11171,9735,
anrim/alpine-nginx,24202,0,false,285939c3f8f5,40770560,alpine,3.1.2,18,36,2781,2781,
behance/etcd-aws-cluster,24190,0,false,a75baa082581,77242880,alpine,3.1.4,7,37,6297,6297,
mcabranches/rubis-app,24190,0,false,a388a5fd464d,286087680,ubuntu,14.04,17,231,16349,13798,
buoyantio/linkerd-viz,24167,2,false,5db9b6db4b5e,382882816,debian,8,15,138,12737,11273,Dead simple monitoring for linkerd.
yandex/clickhouse-server,24154,30,false,c8068646a915,803784704,ubuntu,16.04,7,134,10555,9084,ClickHouse is an open-source column-oriented database management system.
hypriot/rpi-swarm,24150,30,false,3af9594249f2,14017536,Unknown,0,8,0,16,16,Raspberry Pi compatible Docker image with Docker Swarm
jupyter/configurable-http-proxy,24148,2,false,58843cd976c8,218472448,debian,8,10,130,13168,8105,Wrapper around node-http-proxy that adds a REST API
codecentric/springboot-maven3-centos,24147,3,false,505aec5cd5df,613076480,centos,7,7,284,21097,20455,STI builder image for building and running maven based Spring Boot applications
digitalgenius/alpine-node,24138,0,false,dd8f048d1c73,316151808,alpine,3.5.0,2,45,16199,16199,
samepagelabs/s3cmd,24112,1,false,122d198cc3ee,203084800,debian,8,3,132,11157,9012,s3cmd tool
ywchenbu/td-agent-es,24085,0,false,b16946f47d8b,792924672,ubuntu,14.04,10,252,47981,38835,
go1com/ci-php,24078,0,false,c81287172712,686102528,debian,8,13,204,40845,15937,The PHP image for GitLab CI
lamw/vibauthor,24067,1,false,c50c77748fbf,478008832,centos,6,8,153,18138,17352,CentOS 6.6 installed with VMware VIB Author Utility 
prima/vlad,24045,0,false,a02e58897604,168424960,alpine,3.3.0,17,51,11241,11241,vlad will suck your blood!
tragus/webmin,24033,10,false,524e1b857af4,474013184,ubuntu,14.04,18,225,42859,39695,
appcontainers/jenkins,24029,7,false,c76f0a88a244,527845376,centos,6,9,231,14460,13787,Centos/Debian/Ubuntu Based Customizable Jenkins 2.9 Container - Updated 06/11/2016
debezium/connect,24018,2,false,241355989eb1,465558016,debian,8,20,148,11374,9517,"Kafka Connect image with all Debezium connectors, and part of the Debezium platform."
edyn/docker-stats-statsd,24013,1,false,bae23a6086e4,748553728,debian,8,15,405,36694,27876,This docker image allows you to a statsd instance all the metrics for the running docker containers.
